# Throwing Arguments: 1.25	1.19	5	0.5	-5	6	9.8
# focalDist = 180

# The theoretical term a,b,c of the quadratic function
-0.196, 0.76, 0.41
# The detected positions
11
0.000000, -0.250000, 4.500000, 1346099206333879914
0.000000, 0.075000, 4.500000, 1346099206402875067
0.000000, 0.282353, 4.235294, 1346099206467460928
0.000000, 0.360000, 3.600000, 1346099206505012837
0.000000, 0.540000, 3.600000, 1346099206573176806
0.000000, 0.780952, 3.428571, 1346099206644300089
0.000000, 1.008000, 2.880000, 1346099206704901227
0.000000, 1.107692, 2.769231, 1346099206772681422
0.000000, 1.112500, 2.250000, 1346099206809995453
0.000000, 1.188235, 2.117647, 1346099206873581330
0.000000, 1.210811, 1.945946, 1346099206911895139



# The Real Positions
11
0.000000, -0.419054, 4.765000, 1346099206333466803
0.000000, -0.055649, 4.415000, 1346099206402787905
0.000000, 0.234584, 4.095000, 1346099206467321455
0.000000, 0.384064, 3.910000, 1346099206504486373
0.000000, 0.623798, 3.570000, 1346099206574865917
0.000000, 0.823249, 3.220000, 1346099206643820349
0.000000, 0.959804, 2.910000, 1346099206704318123
0.000000, 1.066258, 2.570000, 1346099206772351631
0.000000, 1.105145, 2.385000, 1346099206809386786
0.000000, 1.140736, 2.065000, 1346099206872862314
0.000000, 1.142875, 1.875000, 1346099206911417215



# Display the detected positions or not? Yes(Y) No(N)
Y
# Display the real positions or not? Yes(Y) No(N)
Y
# Display the theoretical trajectory or not? Yes(Y) No(N)
Y
# The type of the display of the trendlines: Rrecursive(R) Only One(O) No(N)
N
# Display the predicated trajectory or not? Yes(Y) No(N)
Y

