# Throwing Arguments: 1.25	1.19	7	0.5	-5	6	9.8
# focalDist = 180

# The theoretical term a,b,c of the quadratic function
-0.196, 1.544, -1.894
# The detected positions
17
0.000000, 0.520000, 3.600000, 1345226901431652736
-0.006667, 0.833333, 4.800000, 1345226901492949003
0.000000, 0.900000, 4.500000, 1345226901524335116
0.000000, 1.025000, 4.500000, 1345226901601908313
0.005882, 1.194118, 4.235294, 1345226901661762990
0.000000, 1.080000, 3.600000, 1345226901736811777
0.004762, 1.157143, 3.428571, 1345226901796587600
0.004762, 1.214286, 3.428571, 1345226901872826827
0.000000, 1.100000, 3.000000, 1345226901902375274
0.007692, 1.038462, 2.769231, 1345226901964733128
0.003448, 0.920690, 2.482759, 1345226902010030573
0.006667, 0.873333, 2.400000, 1345226902041148425
0.003030, 0.760606, 2.181818, 1345226902106819622
0.002439, 0.485366, 1.756098, 1345226902183226473
0.000000, 0.327273, 1.636364, 1345226902244564508
0.003226, -0.112903, 1.161290, 1345226902308795087
0.002439, -0.358537, 0.878049, 1345226902340536201
# The Real Positions
17
0.000000, 0.729526, 5.395000, 1345226901431444469
0.000000, 0.882844, 5.095000, 1345226901492363244
0.000000, 0.950188, 4.935000, 1345226901524160792
0.000000, 1.071109, 4.550000, 1345226901601718694
0.000000, 1.125055, 4.250000, 1345226901661106133
0.000000, 1.136935, 3.755000, 1345226901750638534
0.000000, 1.116718, 3.570000, 1345226901805629741
0.000000, 1.034578, 3.195000, 1345226901872585944
0.000000, 0.986287, 3.045000, 1345226901902180347
0.000000, 0.858536, 2.735000, 1345226901964244379
0.000000, 0.742220, 2.510000, 1345226902018247050
0.000000, 0.631716, 2.325000, 1345226902039630006
0.000000, 0.424002, 2.025000, 1345226902106300981
0.000000, 0.101230, 1.635000, 1345226902182659502
0.000000, -0.187628, 1.335000, 1345226902248261067
0.000000, -0.534629, 1.015000, 1345226902308373944
0.000000, -0.729237, 0.850000, 1345226902339991579


# Display the detected positions or not? Yes(Y) No(N)
Y
# Display the real positions or not? Yes(Y) No(N)
Y
# Display the theoretical trajectory or not? Yes(Y) No(N)
Y
# The type of the display of the trendlines: Rrecursive(R) Only One(O) No(N)
N
# Display the predicated trajectory or not? Yes(Y) No(N)
Y

