/vicon/CRASH/CRASH.header.stamp.secs ,/vicon/CRASH/CRASH.header.stamp.nsecs ,/vicon/CRASH/CRASH.transform.translation.x ,/vicon/CRASH/CRASH.transform.translation.y ,/vicon/CRASH/CRASH.transform.translation.z ,/vicon/CRASH/CRASH.transform.rotation.x ,/vicon/CRASH/CRASH.transform.rotation.y ,/vicon/CRASH/CRASH.transform.rotation.z ,/vicon/CRASH_A/CRASH_A.header.stamp.secs ,/vicon/CRASH_A/CRASH_A.header.stamp.nsecs ,/vicon/CRASH_A/CRASH_A.transform.translation.x ,/vicon/CRASH_A/CRASH_A.transform.translation.y ,/vicon/CRASH_A/CRASH_A.transform.translation.z ,/vicon/CRASH_A/CRASH_A.transform.rotation.x ,/vicon/CRASH_A/CRASH_A.transform.rotation.y ,/vicon/CRASH_A/CRASH_A.transform.rotation.z
1365540785,257261444,0.0373869801,0.0526534848,1.0442754523,0.0046334373,-0.0036473652,-0.1026556775,1365540785,227920465,0.0386042269,0.0514868466,1.0441020209, 1.46030818643e-05 ,-0.0042462013,-0.1033883894
1365540785,262132446,0.0371248105,0.052499964,1.0446940928,0.0037109456,-0.0057825387,-0.1045252031,1365540785,227920465,0.0386042269,0.0514868466,1.0441020209, 1.46030818643e-05 ,-0.0042462013,-0.1033883894
1365540785,267194890,0.0367827846,0.0526257918,1.0447851847,0.0034624156,-0.005301351,-0.1034336212,1365540785,227920465,0.0386042269,0.0514868466,1.0441020209, 1.46030818643e-05 ,-0.0042462013,-0.1033883894
1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521,1365540785,227920465,0.0386042269,0.0514868466,1.0441020209, 1.46030818643e-05 ,-0.0042462013,-0.1033883894
1365540785,277283240,0.036577913,0.0528501971,1.0449346661,0.0018322273,-0.0058617638,-0.1044950515,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,281914502,0.0362885969,0.0529319834,1.0449393297,0.0028955776,-0.0052125224,-0.1032708198,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,287141853,0.0364606555,0.053326041,1.0445885078,0.0025996711,-0.0035328239,-0.1019096764,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,292478747,0.0361541726,0.0531942218,1.044757189,0.0004342589,-0.0048090203,-0.1034907028,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,297002196,0.0358162411,0.0530997262,1.0450746975,0.0025599432,-0.0055415797,-0.1033025462,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,302206033,0.0358879309,0.0533269217,1.0448153597,0.0028324751,-0.004069815,-0.101460019,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,307214232,0.0353709215,0.052998985,1.0452497011,-0.0025185366,-0.0071059474,-0.1037878241,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,312086033,0.035468181,0.0534474244,1.0452588005,0.000743201,-0.005669904,-0.103630587,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375,1365540785,272286456,0.0368029368,0.052955582,1.0444686776,0.0043323383,-0.0034151064,-0.1022787521
1365540785,322054262,0.0348195711,0.053347935,1.0455010974,-0.0018100598,-0.0072395146,-0.1045862864,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,327269746,0.0347133091,0.0538307539,1.0453480483,0.0007081435,-0.0071519833,-0.1052957951,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,332084108,0.0347805871,0.0535397846,1.0453933977,0.0008935344,-0.0046630698,-0.1032998796,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,336975932,0.034436279,0.0535478625,1.0455307622,-0.000357134,-0.0079451111,-0.1038749444,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,342588347,0.0340114281,0.0539648145,1.0455584436,0.0017389895,-0.0073721021,-0.1050273755,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,347599571,0.0340614847,0.0538248778,1.045527808,0.0025390861,-0.004931849,-0.103365087,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,352628425,0.033972055,0.0537411896,1.0458855947,-0.000552711,-0.0069895893,-0.1036223077,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,357590192,0.0333315756,0.0540422205,1.0457689859,0.0046515569,-0.0070845868,-0.1049570293,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816,1365540785,317414016,0.0353639886,0.0534325516,1.0450685246,0.0020852934,-0.0045912974,-0.1029072375
1365540785,367526977,0.033133026,0.0541123035,1.0460038462,0.0003720448,-0.0055432912,-0.1035288963,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,372295370,0.0327657442,0.0543642223,1.0459693715, -4.44390203715e-05 ,-0.0061320062,-0.1047500393,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,377445383,0.0326238753,0.0543385228,1.0457805417,0.0028194519,-0.0043049016,-0.1027485106,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,382332354,0.0325088254,0.0541430247,1.0461490123, 3.03735301791e-05 ,-0.0055913819,-0.1035615478,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,387892291,0.0320335876,0.0543896732,1.0460479154,-0.0007199676,-0.0060608234,-0.1044039595,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,392084442,0.0319534948,0.0543049973,1.0458632018,0.0019832376,-0.0042406933,-0.1025381236,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,397633851,0.0318520352,0.0541176151,1.0462210977, -7.57455946819e-05 ,-0.0059009389,-0.1037053269,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,402476166,0.0314872019,0.0544792003,1.0460220221,-0.0001744632,-0.0059559906,-0.104201924,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384,1365540785,362539586,0.0333214453,0.054218154,1.0456125498,0.0032045637,-0.0045548698,-0.1036373816
1365540785,412657556,0.0309260765,0.0538047564,1.0462860372,-0.0003433853,-0.0064452075,-0.1039579778,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,417588533,0.0304842776,0.0540631889,1.0461491528, 9.53168179194e-05 ,-0.0053845773,-0.104010544,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,422161404,0.0304980684,0.0543820683,1.0459216456,-0.0005486711,-0.0040373414,-0.1038384117,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,427164576,0.0301642885,0.0542394984,1.0458373799, -8.02633238763e-05 ,-0.0055570748,-0.1030314238,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,432035390,0.0295218338,0.0545282848,1.0458108238,-0.0009300154,-0.0073077608,-0.1052833757,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,437232087,0.0294750424,0.0545552576,1.0454165182,0.0019578753,-0.0064576138,-0.1058985428,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,442554636,0.0293927013,0.0542950396,1.0459800927,-0.0003615264,-0.0072362247,-0.1036422608,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,452612694,0.0288856369,0.0548625314,1.0452091875,-0.0001246145,-0.0061567168,-0.1046954946,1365540785,407657714,0.031338469,0.0540497913,1.0461066265,0.0022764269,-0.0034582602,-0.1035972384
1365540785,457683103,0.0286578049,0.0545409478,1.0457308836,-0.0006234008,-0.0074354395,-0.1038471233,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,462622835,0.0286531531,0.0546789715,1.0458143367,-0.0021378372,-0.0067150269,-0.1041487416,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,467632952,0.028481424,0.0547600032,1.0452094505,0.0015437456,-0.0057709803,-0.1030829259,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,472333336,0.0283191155,0.0544638991,1.0456678784,-0.0017091524,-0.0062818864,-0.1033604009,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,477331991,0.0277763423,0.054367006,1.045355653,-0.0001477713,-0.0060130429,-0.1038095525,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,482364908,0.0278322567,0.0545914513,1.0450411288,0.0008386964,-0.0053459243,-0.1027238206,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,487630869,0.0277296162,0.0541990103,1.0454794852,-0.0026318934,-0.0057938552,-0.103674845,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812,1365540785,447561400,0.0290965201,0.0540913167,1.0457296132,-0.0002755198,-0.007902997,-0.103722059
1365540785,497546462,0.0274751809,0.054610211,1.0448121692,-0.0011814837,-0.0040316275,-0.1020852631,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,502171224,0.0272553133,0.0543105572,1.0450163866,-0.0046996328,-0.0055245854,-0.1025093539,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,507266143,0.026962781,0.0542934101,1.0448294011,-0.0004613655,-0.0047890308,-0.1029393076,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,511808020,0.0269321618,0.0543800408,1.0445668104,-0.0014356081,-0.0036655339,-0.1020327454,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,516985489,0.0267135114,0.054022465,1.0447044862,-0.003849478,-0.0055594617,-0.1027479097,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,521987304,0.0262872841,0.053898163,1.044428638,-0.000969638,-0.0051008653,-0.102113113,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,527128963,0.0261799787,0.0538080277,1.0442694309,0.0002855227,-0.0045369818,-0.1027058751,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,532105346,0.0260134919,0.0537718175,1.0444830251,-0.0035691543,-0.0045287621,-0.1025280036,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276,1365540785,492309229,0.0272548848,0.0543342878,1.0451003802,-0.0004879413,-0.0053638553,-0.1036681812
1365540785,542116590,0.0255713557,0.0535562139,1.0439501958,0.0003704355,-0.0048706191,-0.1029438169,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,547166201,0.0253601705,0.0528898331,1.0443778361,-0.0039257427,-0.0033048138,-0.1026329804,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,552655493,0.0252468072,0.0532363285,1.0438401404, 7.4438584914e-05 ,-0.0047647135,-0.1025016612,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,557367074,0.0248808887,0.0532446856,1.0437636769,0.0012966917,-0.0043778022,-0.102938079,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,562696795,0.0247137094,0.0526772121,1.0441567722,-0.002741092,-0.002758749,-0.1031277438,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,567539684,0.024512211,0.0529731173,1.0435496054,-0.0002206954,-0.0041829574,-0.1026250729,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,572628834,0.0240269444,0.0523721978,1.0435728361,-0.001696342,-0.0041995005,-0.1034930506,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,577495296,0.0238502192,0.0525775755,1.0434378536,-0.0018648067,-0.0049438741,-0.1030778339,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249,1365540785,537344154,0.0259711373,0.0534950691,1.0440118636,-0.0003654985,-0.00566148,-0.1021123276
1365540785,587415903,0.0234464799,0.0528503928,1.0432190798,-0.0010738897,-0.004597088,-0.1036391951,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,592555012,0.0231635224,0.0527925308,1.0430546511,-0.0032499283,-0.0053237588,-0.1022604755,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,597520630,0.0230919251,0.0528992392,1.0430161868,-0.0020396073,-0.0055514889,-0.1024176144,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,602480047,0.0229127326,0.052285827,1.0427010219,-0.0017571188,-0.0065433844,-0.1024364638,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,607446534,0.0225926076,0.0526225313,1.0428191987,-0.0023314741,-0.0061948548,-0.1022694932,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,612480253,0.0226278468,0.0526336492,1.042778603,-0.0020239716,-0.0064505321,-0.1027141533,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,617484694,0.0222489899,0.0526746509,1.0428210296,-0.0061729807,-0.0033535663,-0.102523175,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,622659148,0.0218525358,0.0523348409,1.0424584439,0.0011108809,-0.0064717599,-0.1032235056,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117,1365540785,582501211,0.0237318104,0.0527418084,1.0432029213,0.0007296443,-0.0042064041,-0.1031454249
1365540785,632633435,0.0212757168,0.0525240799,1.0422958819,-0.0044255438,-0.0041663403,-0.1016611411,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,637367532,0.0211433196,0.0525248789,1.0421691177,-0.001950687,-0.0057366968,-0.1027513104,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,642441401,0.020832627,0.0521865863,1.0420632824,-0.0036495121,-0.0043566184,-0.1021977866,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,647240356,0.0208392848,0.0522394832,1.0417183926,-0.0029959753,-0.0046861644,-0.101357728,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,652329102,0.0203809925,0.0523516448,1.0418477607,-0.0028592649,-0.0056155288,-0.1032255455,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,657426125,0.0200766755,0.0518370485,1.041670435,-0.0034969083,-0.0046056024,-0.1021517061,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,662217412,0.0199538783,0.051693166,1.0414789948,-0.00310516,-0.0045050508,-0.1015161881,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,672171835,0.0192111184,0.0515935722,1.0411233461,-0.0049447205,-0.0054772279,-0.1023040406,1365540785,627434594,0.0217045471,0.0523956782,1.0425236535,-0.0044633578,-0.0048712696,-0.1015510117
1365540785,677401577,0.0190375062,0.0514530164,1.0411939294,-0.003094655,-0.0041642463,-0.1014476537,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,682494695,0.0188994073,0.0514802402,1.0411407765,-0.0042919919,-0.006153895,-0.1024717639,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,687561261,0.0186010444,0.0513796356,1.0410893836,-0.0058938868,-0.0036530606,-0.1020433481,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,692339423,0.0186901626,0.0515851571,1.0406145968,-0.000435893,-0.0047398175,-0.1021116809,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,697555586,0.0181027831,0.0515462524,1.0408220762,-0.0036322968,-0.0057900774,-0.1034543405,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,702413722,0.0178684621,0.0513156039,1.0404748915,-0.0054261216,-0.0050173191,-0.1027629843,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,707483803,0.018187183,0.051538165,1.0402013926,-0.0005590641,-0.0048227899,-0.102294095,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,712661545,0.0174848324,0.0511189195,1.0405472435,-0.004009893,-0.0057627161,-0.1031197374,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032,1365540785,667253517,0.0197500822,0.0519616611,1.0417133476,-0.0029872949,-0.004944752,-0.1034074521
1365540785,722243926,0.0174745752,0.0514241023,1.0398124867,-0.0003516746,-0.0055031357,-0.100937199,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,727403112,0.0170938394,0.0510544808,1.0399223233,-0.0028370826,-0.0076793838,-0.1023139475,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,732426759,0.0167194047,0.050799797,1.039914981,-0.003260985,-0.0054252763,-0.1019131339,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,737340076,0.0169165723,0.0510216349,1.0394790824,-0.0025009198,-0.0057852278,-0.1013945288,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,742387205,0.0163786187,0.0506939165,1.0396351278,-0.0022553628,-0.0079346478,-0.1014590319,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,747336866,0.0161682441,0.0507503229,1.0394657384,-0.000796145,-0.0075754442,-0.102469181,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,752251894,0.0162885064,0.0507003986,1.0393475519,-0.0008983006,-0.0054212633,-0.1004256412,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,757332325,0.0160043569,0.050295385,1.0394688683,-0.0045713329,-0.0066332324,-0.1009180628,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114,1365540785,717614651,0.0173064532,0.0511565912,1.0400672837,-0.0051619548,-0.0059219099,-0.1026449032
1365540785,767251506,0.0156693014,0.0505257308,1.0395494107,-0.0032653024,-0.0056894326,-0.1013448217,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,772233930,0.0156545718,0.0503338669,1.0392751632,-0.0043120311,-0.0066284664,-0.102109191,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,777376868,0.0153180698,0.0503032635,1.0389702604,-0.0003603368,-0.0077665431,-0.1018839088,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,782338542,0.0150542645,0.0502663219,1.039065339,-0.0009432964,-0.0070331955,-0.1020631069,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,787488078,0.014854265,0.0494403959,1.039239575,-0.0047947449,-0.0060437386,-0.1027525694,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,792261178,0.0147191171,0.0499453546,1.0390463221,-0.0018686448,-0.0060363999,-0.1025859288,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,797310430,0.0143367233,0.049676919,1.0390127158,-0.0029188854,-0.0061811886,-0.1023911122,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,802593632,0.0142694356,0.0496317904,1.039092593,-0.0064889757,-0.0052738649,-0.1022893441,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,807645671,0.0138401461,0.0495559264,1.0388887137,-0.0029178829,-0.0058597957,-0.10292571,1365540785,762051053,0.0156158012,0.0505429659,1.0392218499,-0.0006720805,-0.0076196585,-0.1022693114
1365540785,812116626,0.0137083595,0.0493630067,1.0388560454,-0.0028051829,-0.005713062,-0.1026836164,1365540785,802593632,0.0142694356,0.0496317904,1.039092593,-0.0064889757,-0.0052738649,-0.1022893441
1365540785,817305369,0.0135269211,0.0487331869,1.0390012993,-0.0036637424,-0.0052595963,-0.1036146202,1365540785,802593632,0.0142694356,0.0496317904,1.039092593,-0.0064889757,-0.0052738649,-0.1022893441
1365540785,822230641,0.0129318149,0.0489875339,1.0387386532,-0.0018825579,-0.0058535039,-0.1045292456,1365540785,802593632,0.0142694356,0.0496317904,1.039092593,-0.0064889757,-0.0052738649,-0.1022893441
